date,price,total_volume,market_cap,coin_name,year,month,day,day_of_week,week_of_year,quarter,price_ma_7d,total_volume_ma_7d,market_cap_ma_7d,price_ma_30d,total_volume_ma_30d,market_cap_ma_30d,price_lag_1,price_lag_2,price_lag_3,price_rolling_mean_7,price_rolling_mean_30
2015-02-13 00:00:00.000,235.6774,137045816.2260813,3260249204.835,bitcoin,2015,2,13,4,7,1,223.95226554107512,79623733.47470143,3095667268.085002,224.9123567006007,133269593.47852731,3099033696.633769,222.0401587875259,219.0956,220.6493,223.95226554107512,224.9123567006007
2015-02-14 00:00:00.000,259.0086000000001,165435433.7487849,3584044452.9300013,bitcoin,2015,2,14,5,7,1,228.49562268393225,91729629.6966771,3159366309.7789307,227.80771336726735,130917210.57622576,3139747193.40302,235.6774,222.0401587875259,219.0956,228.49562268393225,227.80771336726735
2015-02-15 00:00:00.000,232.9962,199965387.6619376,3224923703.82,bitcoin,2015,2,15,6,7,1,229.93706554107513,109299079.31798217,3180141420.985717,228.55572336726735,128994806.25527658,3150893919.4305196,259.0086000000001,235.6774,222.0401587875259,229.93706554107513,228.55572336726735
2015-02-16 00:00:00.000,235.9199,128976204.99927545,3266299219.505,bitcoin,2015,2,16,0,8,1,232.19816554107516,116416453.10718934,3212248787.9171453,229.55918670060066,127420097.57211772,3165564289.047353,232.9962,259.0086000000001,235.6774,232.19816554107516,229.55918670060066
2015-02-17 00:00:00.000,242.4568,121468767.5434641,3357729670.42,bitcoin,2015,2,17,1,8,1,235.31352268393226,124239280.76757061,3256210646.5096445,230.99136670060068,127921340.45251726,3186154632.5185194,235.9199,232.9962,259.0086000000001,235.31352268393226,230.99136670060068
2015-02-18 00:00:00.000,234.6238,88821471.77949807,3250184845.45,bitcoin,2015,2,18,2,8,1,237.53183696964658,127620794.77116057,3287748705.998216,231.84585336726735,126926581.75424671,3198784388.388853,242.4568,235.9199,232.9962,237.53183696964658,231.84585336726735
2015-02-19 00:00:00.000,240.2988,71396084.8246788,3329826479.07,bitcoin,2015,2,19,3,8,1,240.1402142857143,130444166.6833886,3324751082.2900004,232.70431336726733,125788273.67046328,3211499294.395353,234.6238,242.4568,235.9199,240.1402142857143,232.70431336726733
2015-02-20 00:00:00.000,244.0821,80482172.09597999,3383185375.785,bitcoin,2015,2,20,4,8,1,241.3408857142857,122363646.09337412,3342313392.425714,233.823260033934,125327274.80911632,3227817920.620353,240.2988,234.6238,242.4568,241.3408857142857,233.823260033934
2015-02-21 00:00:00.000,244.1459,64143296.19994164,3384954726.9025,bitcoin,2015,2,21,5,8,1,239.21764285714283,107893340.72925366,3313872002.993214,234.49328670060063,124159835.70915355,3237968755.294936,244.0821,240.2988,234.6238,239.21764285714283,234.49328670060063
2015-02-22 00:00:00.000,235.5529999999999,74180476.06972592,3266702003.4249988,bitcoin,2015,2,22,6,8,1,239.58290000000002,89924067.644652,3319840331.508214,234.61031003393398,121591522.0305499,3240485410.8040195,244.1459,244.0821,240.2988,239.58290000000002,234.61031003393398
2015-02-23 00:00:00.000,238.1319,61755698.92656742,3303312137.1225,bitcoin,2015,2,23,0,9,1,239.89889999999997,80321138.2056937,3325127891.167857,234.78477336726735,119448771.35438356,3243806259.9247694,235.5529999999999,244.1459,244.0821,239.89889999999997,234.78477336726735
2015-02-24 00:00:00.000,238.7314,58732103.48183354,3312404143.285,bitcoin,2015,2,24,1,9,1,239.3667,71358757.62546077,3318652815.8628573,234.472620033934,116908729.96826309,3240435669.6342697,238.1319,235.5529999999999,244.1459,239.3667,234.472620033934
2015-02-25 00:00:00.000,237.378,57584610.05522578,3294575196.45,bitcoin,2015,2,25,2,9,1,239.76015714285714,66896348.807707585,3324994294.577143,233.92392336726735,114080655.47380653,3233810689.6550198,238.7314,238.1319,235.5529999999999,239.76015714285714,233.92392336726735
2015-02-26 00:00:00.000,236.1711557723409,44991044.50687964,3278687399.961783,bitcoin,2015,2,26,3,9,1,239.17049368176296,63124200.19087913,3317688711.8473973,232.75335522634538,102188492.07312039,3218622391.9657454,237.378,238.7314,238.1319,239.17049368176296,232.75335522634538
2015-02-27 00:00:00.000,253.8991,137186494.71170896,3525782547.105,bitcoin,2015,2,27,4,9,1,240.57292225319156,71224817.70741184,3338059736.321683,232.57547189301204,95429650.40536639,3217190876.8005795,236.1711557723409,237.378,238.7314,240.57292225319156,232.57547189301204
2015-02-28 00:00:00.000,253.5991,85884430.30666418,3522504178.955,bitcoin,2015,2,28,5,9,1,241.9233793960487,74330694.0083722,3357709658.043469,233.2776771519956,92893412.56396714,3227820610.8179765,253.8991,236.1711557723409,237.378,241.9233793960487,233.2776771519956
2015-03-01 00:00:00.000,257.7075,58106060.44444854,3580465593.9375,bitcoin,2015,3,1,6,9,1,245.08830796747725,72034348.91904686,3402533028.1166835,234.24674715199555,91302530.15862562,3242145983.488726,253.5991,253.8991,236.1711557723409,245.08830796747725,234.24674715199555
2015-03-02 00:00:00.000,269.9614999999999,93658288.66772272,3751796695.2874985,bitcoin,2015,3,2,0,10,1,249.63539368176296,76591861.7392119,3466602250.711683,235.97802048532893,91342499.92640439,3267027800.7033095,257.7075,253.5991,253.8991,249.63539368176296,235.97802048532893
2015-03-03 00:00:00.000,280.6241999999999,128754965.89965025,3901083285.089999,bitcoin,2015,3,3,1,10,1,255.62007939604865,86595127.79890001,3550699270.96954,237.78983715199553,92272860.31189026,3293067339.156976,269.9614999999999,257.7075,253.5991,255.62007939604865,237.78983715199553
2015-03-04 00:00:00.000,273.0192999999999,119553919.98697218,3796353842.947499,bitcoin,2015,3,4,2,10,1,260.71169368176294,95447886.36057808,3622381934.7548976,238.88983715199552,92656529.93786526,3309263594.080226,280.6241999999999,269.9614999999999,257.7075,260.71169368176294,238.88983715199552
2015-03-05 00:00:00.000,274.8255,98543018.35211968,3822334889.7375,bitcoin,2015,3,5,3,10,1,266.23374285714283,103098168.3384695,3700045861.865714,240.51695715199554,91414956.15330057,3332741489.767226,273.0192999999999,280.6241999999999,269.9614999999999,266.23374285714283,240.51695715199554
2015-03-06 00:00:00.000,272.3412999999999,74704492.0402275,3788784931.469999,bitcoin,2015,3,6,4,10,1,268.86834285714275,94172167.95682928,3737617631.060714,242.08472381866218,91133255.7161208,3355395131.4130597,274.8255,273.0192999999999,280.6241999999999,268.86834285714275,242.08472381866218
2015-03-07 00:00:00.000,275.5846387340832,50059694.67622344,3834877371.4562297,bitcoin,2015,3,7,5,10,1,272.00913410486896,89054348.58105205,3782242372.8466034,244.04042510979832,90330506.60486077,3383418633.7802672,272.3412999999999,274.8255,273.0192999999999,272.00913410486896,244.04042510979832
2015-03-08 00:00:00.000,274.578,45050575.22814669,3821054905.8,bitcoin,2015,3,8,6,10,1,274.4192055334404,87189279.26443748,3816612274.541247,245.7767851097983,88893360.88435291,3408384615.750267,275.5846387340832,272.3412999999999,274.8255,274.4192055334404,245.7767851097983
2015-03-09 00:00:00.000,289.2957000000001,111062141.12648012,4027806171.9600015,bitcoin,2015,3,9,0,11,1,277.181234104869,89675543.90140283,3856042199.780175,247.846471776465,89905626.91540374,3438039782.779851,274.578,275.5846387340832,272.3412999999999,277.181234104869,247.846471776465
2015-03-10 00:00:00.000,290.3057,129285347.54407711,4043022165.1175,bitcoin,2015,3,10,1,11,1,278.5643055334404,89751312.70774953,3876319182.6412473,250.0931251097983,91649163.8231129,3470157257.438018,289.2957000000001,274.578,275.5846387340832,278.5643055334404,250.0931251097983
2015-03-11 00:00:00.000,295.961,73794326.12201199,4122115211.9,bitcoin,2015,3,11,2,11,1,281.84169124772615,83214227.86989808,3922856521.063033,252.62208510979832,91470488.41135244,3506176176.1351843,290.3057,289.2957000000001,274.578,281.84169124772615,252.62208510979832
2015-03-12 00:00:00.000,293.9203,65277495.588918425,4095470764.185,bitcoin,2015,3,12,3,11,1,284.5695198191547,78462010.33229789,3961875931.69839,255.06445177646498,91422772.46695657,3541025312.932267,295.961,290.3057,289.2957000000001,284.5695198191547,255.06445177646498
2015-03-13 00:00:00.000,288.0364999999999,67739327.34903467,4014523120.5749984,bitcoin,2015,3,13,4,11,1,286.8116912477262,77466986.80498464,3994124244.427676,257.362481776465,91509054.25344545,3573862135.983767,293.9203,295.961,290.3057,286.8116912477262,257.362481776465
